"QID","itemLabel","itemDescription"
"Q61932863","Mathilda","2002 film directed by René Reinhardt"
"Q61937865","Q61937865","1972 film directed by Pierre Maheu"
"Q62571324","Q62571324","1953 film"
"Q62513435","Providence","short film"
"Q61991639","Q61991639","2018 film by Thor Henrik Braarvig and Benedict Durchholz"
"Q62604149","Q62604149","2003 film"
"Q62603812","Q62603812","1975 film"
"Q62414891","Q62414891","2019 documentary film"
"Q62057045","Sleeping Beauty","1949 film by Edvin Laine"
"Q62697223","Q62697223","1971 film"
"Q62692072","Q62692072","2019 film"
"Q62740830","Q62740830","2014 film"
"Q62740294","Q62740294","2019 film"
"Q62761104","A Tale of Shadows: Illusions","2020 film directed by Tariq AlKazim"
"Q62904046","Q62904046","1994 film"
"Q62904107","Q62904107","1929 film"
"Q63094453","Westinghouse Traveler's Choice 66","1966; Handy (Jam) Organization; Westinghouse; C; Sd;"
"Q61984545","Q61984545","2015 film directed by Richard Jutras"
"Q63121536","Q63121536","film"
"Q63121537","Q63121537","film"
"Q63121544","Q63121544","film"
"Q63121599","Q63121599","film"
"Q63121603","Q63121603","film"
"Q63121618","Q63121618","film"
"Q63121680","Q63121680","film"
"Q63121687","Q63121687","film"
"Q63121698","Q63121698","film"
"Q63121697","Q63121697","film"
"Q63121703","Q63121703","film"
"Q63121938","Q63121938","1979 film"
"Q63121947","Q63121947","1973 film"
"Q62726620","Uyarndha Manidhan","Tamil-language film"
"Q63094437","Let's Play Fair","1949; Coronet Instructional Films; N/A; B&W; Sd; 8:41;"
"Q62026512","Q62026512","film directed by Jean-Claude Lauzon"
"Q62096100","Q62096100","2019 documentary film by Christian Schega and Benjamin Wagener"
"Q62073579","Sister's Younger Husband","2016 Korean film"
"Q62102035","Luckunnodu","Telugu-language films"
"Q63121502","Q63121502","2018 film directed by Brad Bird"
"Q62274409","Golmaal (Tulu Film)","Tulu language film"
"Q62121502","One Wrong Step","2011 film"
"Q62391733","La suite nupcial","film directed by Carlos Iglesias Serrano"
"Q62309699","Jungle of the Soul","film directed by Raven Harwood"
"Q61984769","Q61984769","1953 film directed by Daryl Duke"
"Q62027685","Kick Ass Chicks 87: Kelly Wells","film"
"Q62121943","Q62121943","2001 film play"
"Q62513328","Eu-tha-na-sia","Film"
"Q62073582","Kutram Nadanthathu Enna","film of 2018"
"Q61984694","Rupture","2005 film"
"Q61987242","My Name Is RaGa","2019 film directed by Rupesh Paul"
"Q62812759","Akhri Qurbani","1981 Pakistani film"
"Q61985018","Ball Player","1986 film directed by Chip Lord"
"Q61993873","Izdrži prijatelju, stižem!","Croatian documentary film"
"Q63030653","Bu, Kasih Suci","film"
"Q62595380","No. 6207; A Study in Steel","1935 film"
"Q61984977","Bang","1986 film directed by Robert Breer"
"Q62399034","Bint el-Basha el-Mudir","film"
"Q62602317","Close Encounters of the Fourth Kind: Infestation from Mars","film (2004)"
"Q62634279","Stooges in Hong Kong","1992 HK film"
"Q62080078","Red Storm","2019 Malaysian action film by Michael Chuah and Abi Salimin"
"Q61984961","Quick Opener","1987 film"
"Q63119049","When the World was Wide","film"
"Q62604058","Aguner Phulki","1978 film by Kushali Goshthi"
"Q63040035","the Goldberg papers","documentary about Emanuel Goldberg"
"Q61984951","No Action","1982 film"
"Q62024565","Kizhakku Africavil Raju","film"
"Q61984541","Re: Awakenings","2013 film directed by Bill Morrison"
"Q61984553","Q61984553","2011 film"
"Q61984838","Q61984838","2010 film"
"Q61987140","Q61987140","film"
"Q61987532","Q61987532","film"
"Q61988299","Q61988299","film"
"Q61985169","Q61985169","2014 film"
"Q61990456","The illegal film","2018 film by Martin Baer and Claus Wischmann"
"Q62079165","Q62079165","film"
"Q61984920","Joe Di Maggio 1, 2, 3","1991 film"
"Q62079577","Q62079577","1974 film"
"Q62056677","Q62056677","2019 film"
"Q62124797","Q62124797","2007 film"
"Q62124873","Q62124873","2007 film"
"Q62124781","Q62124781","2006 film"
"Q62124850","Q62124850","2006 film"
"Q62126854","Q62126854","film"
"Q62127065","Q62127065","film"
"Q62124886","Q62124886","2013 film"
"Q62124893","Q62124893","2014 film"
"Q62124918","Q62124918","2014 film"
"Q62124929","Q62124929","2014 film"
"Q62128202","Q62128202","2017 film"
"Q62024517","Breast and House",NA
"Q62390601","A letter from Venezuela","documentary by Carolina Graterol"
"Q61985057","Q61985057","1994 film directed by Ken Burns"
"Q61985073","Q61985073","1994 film directed by Ken Burns"
"Q62393043","Moiré","video artwork by Livinus and Jeep van de Bundt"
"Q62307190","Mole Family 2 - The Spell of the Shadow","film"
"Q62307002","Q62307002","film"
"Q62307049","Q62307049","film"
"Q62307097","Q62307097","film"
"Q62277786","Is It My Turn","2012 film directed by Shelagh Carter"
"Q61984679","Liaisons","2005 film"
"Q62602614","India King of Martial Arts","film directed by Chuck Russell"
"Q62496919","Q62496919","film"
"Q62124881","Avenue Zero","2010 film"
"Q63122027","Q63122027","film"
"Q63122031","Q63122031","film"
"Q63122107","Q63122107","film"
"Q63122150","Q63122150","film"
"Q63122149","Q63122149","film"
"Q63122171","Q63122171","film"
"Q63122192","Q63122192","film"
"Q63122211","Q63122211","film"
"Q63122236","Q63122236","film"
"Q63122285","Q63122285","film"
"Q63122314","Q63122314","film"
"Q63122317","Q63122317","film"
"Q63122351","Q63122351","film"
"Q63122359","Q63122359","film"
"Q63122369","Q63122369","film"
"Q63122382","Q63122382","film"
"Q63122408","Q63122408","film"
"Q63122417","Q63122417","film"
"Q63122426","Q63122426","film"
"Q63122455","Q63122455","film"
"Q63122459","Q63122459","film"
"Q63122474","Q63122474","film"
"Q63122482","Q63122482","film"
"Q63122490","Q63122490","film"
"Q63122532","Q63122532","film"
"Q63122538","Q63122538","film"
"Q63122563","Q63122563","film"
"Q63122569","Q63122569","film"
"Q63122581","Q63122581","film"
"Q63122626","Q63122626","film"
"Q63122665","Q63122665","film"
"Q63122682","Q63122682","film"
"Q63122825","Q63122825","film"
"Q63122907","Q63122907","film"
"Q63122922","Q63122922","film"
"Q63122947","Q63122947","film"
"Q63122982","Q63122982","film"
"Q63123030","Q63123030","film"
"Q63123063","Q63123063","film"
"Q63124695","Q63124695","film"
"Q63128222","Q63128222","film"
"Q63121980","Q63121980","1955 film"
"Q63257370","Push and Shove","2019 film"
"Q63193485","Q63193485","1974 film"
"Q63207427","Q63207427","1974 film"
"Q63225826","Q63225826","film"
"Q63225861","Q63225861","film"
"Q63225878","Q63225878","film"
"Q63170688","Q63170688","2016 film"
"Q63203774","Q63203774","2019 film"
"Q63122535","Night of Men","film"
"Q63383169","The Manila Lover","film"
"Q63375316","Q63375316","1917 film directed by Luise Fleck and Jacob Fleck"
"Q63375393","Q63375393","1917 film directed by Luise Fleck and Jacob Fleck"
"Q63315804","Q63315804","1984 film directed by Lorraine Dufour and Robert Morin"
"Q63316020","Q63316020","1984 film directed by Lorraine Dufour and Robert Morin"
"Q63316314","Q63316314","1984 film directed by Lorraine Dufour and Robert Morin"
"Q63316857","Q63316857","1984 film directed by Lorraine Dufour and Robert Morin"
"Q63315512","Q63315512","1980 film directed by Lorraine Dufour and Robert Morin"
"Q63315614","Q63315614","1980 film directed by Lorraine Dufour and Robert Morin"
"Q63315675","Q63315675","1981 film directed by Robert Morin"
"Q63317260","Q63317260","1985 film directed by Robert Morin"
"Q63318096","Q63318096","1988 film directed by Lorraine Dufour and Robert Morin"
"Q63381773","Q63381773","1927 film directed by Friedrich Feher"
"Q63381866","Q63381866","1927 film directed by Friedrich Feher"
"Q63315447","Q63315447","1977 film directed by Jean-Pierre St-Louis, Lorraine Dufour and Robert Morin"
"Q63318803","Preliminary Notes For a Western","1990 film directed by Lorraine Dufour and Robert Morin"
"Q63170758","Baghini","film"
"Q63183584","Bella!","film"
"Q63315437","Q63315437","1976 film directed by Robert Morin"
"Q63316423","Q63316423","1984 film directed by Robert Morin"
"Q63317714","Q63317714","1987 film directed by Robert Morin"
"Q63146802","Guards on the Crossing","1950 film"
"Q63168089","Homestay: Permainan Maut","film"
"Q63225961","Msciucy","film"
"Q63315426","Motel","1974 film directed by Robert Morin"
"Q63122158","Heroes Are Born Twice","1977 film by Salah Duhni"
"Q63131475","Ghata","1978 film by Kuldeep Pandey"
"Q63125909","Anna Karina. The Face of the Nouvelle Vague","1996 film"
"Q63923280","Adieu","2018 film by Kenneth Lau Hau-Wai"
"Q64008294","A King's Caprice","1963 film by Yeung Kung-Leung"
"Q63802322","Showdown in Seattle","film"
"Q63986486","The Godthumb","2001 film"
"Q63504233","Red Shoe Diaries 4: Auto Erotica","film"
"Q63498583","Q63498583","film"
"Q63523937","Q63523937","film"
"Q63498461","Q63498461","2018 film"
"Q63498532","Q63498532","2017 film"
"Q63535528","Q63535528","1955 film"
"Q63522927","Q63522927","2019 film"
"Q63438817","3 Stolen Cameras","2017 film directed by Équipe Média"
"Q63615461","Q63615461","2013 film"
"Q63649686","Q63649686","1957 film"
"Q63870789","See Me In Your Eyes","film"
"Q63498522","Q63498522","2000 film directed by Bruno Bozzetto"
"Q63758764","Q63758764","1976 film"
"Q63806516","Q63806516","2017 film"
"Q63862942","Q63862942","film"
"Q63847857","Q63847857","1956 film"
"Q63872460","Q63872460","1978 film"
"Q64008291","Valuable False Daughter","1961 film by Fung Fung"
"Q63985150","Q63985150","1929 film"
"Q64008323","Q64008323","film"
"Q64027542","Q64027542","film"
"Q63993935","Q63993935","2019 film"
"Q64004233","Q64004233","2019 film"
"Q64008216","Q64008216","2019 film"
"Q64166177","Rainy in Glenageary","2019 film directed by Graham Jones"
"Q64194090","Lupinranger VS Patranger VS Kyuranger","2019 film"
"Q64140943","Q64140943","2019 film"
"Q64224524","Q64224524","film"
"Q64004206","Q64004206","2020 film directed by Hajime Gonno"
"Q64027793","Ghairat Da Nishan","1973 Pakistani film"
"Q64022138","Mamma","1941 film by Guido Brignone"
"Q64064513","Attrition","2018 film"
"Q64008299","Full Happiness","1965 film by Mok Hong-si"
"Q63498539","Q63498539","2007 film directed by Bruno Mattei"
"Q63965340","Q63965340","2019 film directed by Marvin Oppong"
"Q63977389","Under the Skin","(1914)"
"Q63437726","Auto Driver","2015 documentary film by Meena Longjam"
"Q63441426","Sacred vessels: navigating tradition and identity in Micronesia","1997 film directed by Vicente M. Diaz"
"Q64006861","Mocha","2019 film"
"Q63614984","Security Ugal-ugalan","film 2017"
"Q63498442","Q63498442","2005 film directed by Bruno Mattei"
"Q63498447","Q63498447","film directed by Giulio Gianini"
"Q64026646","Chall So Chall","1986 Pakistani film"
"Q64008302","Home Sweet Home","1961 film by Yeung Kung-Leung"
"Q64008292","My Many Sons and Grandsons","1965 Hong Kong film"
"Q64008322","A Secluded Orchid by the Sea","1965 film by Luk Bong"
"Q63442830","Nuruhunvi Loabi","1999 film"
"Q63841849","Gogol 2","film"
"Q64008321","Home at Last","1965 film by Mok Hong-si"
"Q63509895","The Surrounding Game","2017 film"
"Q64091195","Ke Tumi Nandini","2019 Bangla film"
"Q64008295","The Fool's Honeymoon","1957 film"
"Q64040047","Rumah Merah Putih","film directed by Ari Sihasale"
"Q64008325","May Luck Be with You","1965 film by Lung To"
"Q64460034","Ziegfeld: The Man and His Women","film"
"Q64761070","Martha Graham Dance Films","film"
"Q64761060","Ace in the Hole (aka Big Carnival)","film"
"Q64761059","Hair Piece: A Film for Nappy Headed People","film"
"Q64761069","V-E Day +1 (May 9, 1945)","film"
"Q64224526","Q64224526","film"
"Q64224527","Q64224527","film"
"Q64224525","Q64224525","film"
"Q64224528","Q64224528","film"
"Q64224529","Q64224529","film"
"Q64338122","Cheyenne Autumn Trail","1964 film"
"Q64266733","Q64266733","2005 film"
"Q64262566","Q64262566","2018 film"
"Q64262420","Q64262420","2017 film"
"Q64267330","Q64267330","2017 film"
"Q64262193","Q64262193","2015 film"
"Q64338197","Q64338197","1969 film"
"Q64343659","Q64343659","film"
"Q64347965","Q64347965","film"
"Q64347969","Q64347969","film"
"Q64348001","Q64348001","film"
"Q64348038","Q64348038","film"
"Q64348125","Q64348125","film"
"Q64348144","Q64348144","film"
"Q64264406","Q64264406","2018 film directed by Claude Lanzmann"
"Q64265185","Q64265185","2018 film directed by Claude Lanzmann"
"Q64265355","Q64265355","2018 film directed by Claude Lanzmann"
"Q64265706","Q64265706","2018 film directed by Claude Lanzmann"
"Q64224883","5 Cents a Copy","1980 film"
"Q64515934","Q64515934","1930 film"
"Q64348032","Amar Prem","2016 film by Haranath Chakraborty"
"Q64634070","Q64634070","1984 film"
"Q64761061","Fuentes Family Home Movies Collection","film"
"Q64761065","Thelonius Monk: Straight, No Chaser","film"
"Q64633769","Q64633769","2019 film"
"Q64678982","Q64678982","film"
"Q64678983","Q64678983","film"
"Q64678986","Q64678986","film"
"Q64678987","Q64678987","film"
"Q64678984","Q64678984","film"
"Q64678985","Q64678985","film"
"Q64678990","Q64678990","film"
"Q64678991","Q64678991","film"
"Q64678989","Q64678989","film"
"Q64678994","Q64678994","film"
"Q64678995","Q64678995","film"
"Q64678992","Q64678992","film"
"Q64678993","Q64678993","film"
"Q64678999","Q64678999","film"
"Q64678996","Q64678996","film"
"Q64678997","Q64678997","film"
"Q64679003","Q64679003","film"
"Q64679001","Q64679001","film"
"Q64679007","Q64679007","film"
"Q64679008","Q64679008","film"
"Q64681194","Q64681194","film"
"Q64681202","Q64681202","film"
"Q64744716","Q64744716","Wikimedia list article"
"Q64744465","Q64744465","film"
"Q64746673","Q64746673","film"
"Q64744639","Q64744639","2018 film"
"Q64452613","The Republic of Imbaba","2015 film"
"Q64744405","Q64744405","2019 film"
"Q64266195","Q64266195","1988 film directed by Jeanne Crépeau"
"Q64754791","FACE It!","2019 film directed by Gerd Conradt"
"Q64698569","Q64698569","film directed by Jiří Strach"
"Q64225007","Everything's Different, Nothing has Changed","2017 film directed by Joao Costa and Rob Gradisen"
"Q64224809","Q64224809","1969 film directed by Jérôme Laperrousaz"
"Q64347067","Chagrin Valley","film"
"Q64224850","Q64224850","1992 film directed by Colin Morton"
"Q64225317","Q64225317","2009 film directed by Chantal duPont"
"Q64691257","Ttoli Janggun","film"
"Q64761073","Hours for Jerome: Parts 1 and 2","film"
"Q64761067","Reverend Solomon Sir Jones films","film"
"Q64585399","Q64585399","2019 film directed by Walter Steffen"
"Q64225297","Q64225297","1986 film directed by Chantal duPont"
"Q64225323","Q64225323","2016 film directed by Chantal duPont"
"Q64347017","An open rose","2019 film directed by Ghassan Salhab"
"Q64266999","Q64266999","1997 film directed by Isabelle Hayeur"
"Q64351445","Io sono Sofia","docu-film"
"Q64381877","Q64381877","film directed by Claudine Guillemin"
"Q64224912","The Dragonfly of Chicoutimi","2019 film"
"Q64752879","Monowi, Nebraska","2019 film directed by Lilo Mangelsdorff"
"Q64576755","Villit Pippelit do Finland","Finnish 2002 documentary"
"Q64225305","Q64225305","1992 film directed by Chantal duPont"
"Q64627118","V Four Victory","1983 film directed by David Wood"
"Q64266388","Q64266388","1992 film directed by Michèle Waquant"
"Q64679005","Q64679005","2019 film by Brahim Chkiri"
"Q64224838","Innocent Vision","1992 film"
"Q64679004","Shajarat al-Durr","film"
"Q64761078","Drums of Winter (aka Uksuum Cauyai)","film"
"Q64761075","Two-Color Kodachrome Test Shots No. III","film"
"Q64761066","With the Abraham Lincoln Brigade in Spain","film"
"Q64225182","Q64225182","1965 film directed by Emmanuel Cocke"
"Q64225300","Q64225300","1990 film directed by Chantal duPont"
"Q64262908","Q64262908","1986 film directed by Iolande Cadrin-Rossignol"
"Q64513348","Pororo: Treasure Island Adventure","2019 film"
"Q64224875","Sarah's Dream","1980 film"
"Q64347465","Maya : The Lost Mother","film"
"Q64266580","12 Hours","2001 film"
"Q64768015","Pattaya Kelappu","film"
"Q64768050","Naaummeedhu","film"
"Q64768121","Hiyy Halaaku","film"
"Q64768101","Jojo: The Violet Mystery","film"
"Q64768160","Mor Gaon Mor Desh","film"
"Q64768340","Dhauvath","film"
"Q64768430","Bilathikuzhal","film"
"Q64768429","Crack Fighter","film"
"Q64768372","Ochayee","film"
"Q64768369","Saa Boo Thiri","film"
"Q64768393","Thozhi","film"
"Q64768408","Unakkaga En Kadhal","film"
"Q64768603","Ihsaas","film"
"Q64768570","Mendhamuge Evaguthu","film"
"Q64768621","Majubooru Loabi","film"
"Q64768359","Endrum Anbudan","1992 film"
"Q64768014","Anbe Un Vasam","film"
"Q64768141","Aan... Aharenves Loabivin","film"
"Q64768296","Pirappu","film"
"Q64768300","Pettikadai","film"
"Q64768342","Nafrathuvumun","film"
"Q64768438","Gekijōban Meiji Tokyo Renka: Hana Kagami no Fantasia","film"
"Q64768511","Poovizhi Raja","film"
"Q64768618","Himeyn Dhuniye","film"
"Q64768565","Sorry: A Love Story","film"
"Q64768616","Umurah","film"
"Q64768394","Chinnan Chirusugal","1982 film"
"Q64761085","Castro Street (The Coming of Consciousness)","film"
"Q64761081","Navajo Film Themselves (Through Navajo Eyes)","film"
"Q64768352","Pathu Pathu","2008 film"
"Q64768027","Araamagu Dhonkamana","film"
"Q64768051","Dheevaanaa","film"
"Q64768082","Mila Handhuvaru","film"
"Q64768031","Sandhuravirey","film"
"Q64768043","Kahvalhah Dhaandhen","film"
"Q64768373","Innoruvan","film"
"Q64768476","Karuna Vee Beyvafa","film"
"Q64768594","Dhon Manma","film"
"Q64768483","Poranthalum Ambalaiya Porakka Koodathu","film"
